date,ticker,adj_close
2013-07-01,A,29.99418563
2013-07-02,A,29.65013670
2013-07-03,A,29.70518453
2013-07-05,A,30.43456826
2013-07-08,A,30.52402098
2013-07-09,A,30.68916447
